"Earthquake_id","Earthquake_Date","MMI","Clinic","Week_Of","Patients","Visits","CD4","ViralLoad","ART"
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-02-14,1033,131,42,48,5
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-02-21,978,142,47,39,4
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-02-28,1056,144,65,49,4
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-03-07,1026,123,49,55,6
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-03-14,1055,126,61,50,4
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-03-21,992,136,45,43,3
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-03-28,981,99,36,31,2
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-04-04,1004,95,39,45,6
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-04-11,987,113,29,35,4
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-04-18,994,98,44,38,2
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-04-25,951,117,39,28,6
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-05-02,996,108,41,31,1
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-05-09,998,106,45,34,5
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-05-16,946,107,37,41,4
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-05-23,982,109,36,32,3
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-05-30,1043,108,35,32,3
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-06-06,935,99,44,33,2
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-06-13,1020,99,44,33,4
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-06-20,1044,137,51,34,4
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-06-27,1025,100,34,32,2
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-07-04,987,108,36,37,4
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-07-11,974,125,41,37,5
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-07-18,1055,144,25,40,3
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-07-25,1021,146,40,34,2
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-08-01,1034,131,42,37,4
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-08-08,987,109,36,29,1
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-08-15,993,108,35,35,0
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-08-22,1028,105,43,30,1
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-08-29,1015,140,38,32,0
"M 5.7 - Haiti region",2013-03-21,5.2,"Port-au-Prince, Haiti",2013-09-05,1010,106,32,37,3
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2017-09-08,1046,158,58,52,11
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2017-09-15,1014,154,60,67,3
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2017-09-22,989,159,58,54,6
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2017-09-29,1015,188,65,53,2
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2017-10-06,993,172,64,51,3
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2017-10-13,989,136,57,70,4
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2017-10-20,991,170,62,59,10
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2017-10-27,1012,166,51,43,4
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2017-11-03,1003,155,49,55,5
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2017-11-10,1071,165,46,60,10
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2017-11-17,981,135,51,56,4
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2017-11-24,979,133,50,46,9
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2017-12-01,967,143,52,56,5
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2017-12-08,1007,124,63,61,3
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2017-12-15,1009,127,46,45,4
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2017-12-22,990,151,47,46,4
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2017-12-29,960,122,46,47,5
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-01-05,947,120,57,69,6
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-01-12,1002,146,66,47,5
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-01-19,992,129,61,48,5
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-01-26,981,104,47,51,2
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-02-02,1022,127,49,45,6
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-02-09,999,132,44,42,3
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-02-16,1058,127,54,46,6
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-02-23,980,131,40,59,5
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-03-02,1006,118,40,41,1
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-03-09,1009,113,32,37,3
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-03-16,1023,95,36,38,5
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-03-23,1013,92,45,36,2
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-03-30,960,107,36,33,3
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-04-06,1005,94,39,30,3
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-04-13,1010,106,37,34,3
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-04-20,1002,112,27,39,1
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-04-27,1037,107,38,46,5
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-05-04,1024,143,40,39,7
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-05-11,920,97,31,43,5
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-05-18,1003,129,44,41,1
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-05-25,1036,130,42,34,0
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-06-01,1082,119,46,35,2
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-06-08,1051,116,54,44,3
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-06-15,958,98,36,42,1
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-06-22,1001,118,38,49,2
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-06-29,1009,134,32,27,1
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-07-06,1001,126,38,51,6
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-07-13,949,94,36,36,2
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-07-20,969,110,33,40,2
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-07-27,957,104,39,39,0
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-08-03,983,118,45,37,2
"M 5.8 - Haiti region",2018-02-23,4,"Port-au-Prince, Haiti",2018-08-10,990,131,36,33,2
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2020-12-11,1591,231,88,76,9
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2020-12-18,1516,220,66,80,5
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2020-12-25,1574,238,90,89,9
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-01-01,1606,221,71,101,7
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-01-08,1698,258,83,91,10
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-01-15,1561,221,81,86,2
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-01-22,1592,226,79,85,6
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-01-29,1570,230,82,82,16
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-02-05,1555,216,104,68,11
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-02-12,1593,242,78,101,12
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-02-19,1545,221,75,85,9
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-02-26,1581,223,75,72,2
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-03-05,1555,225,88,69,2
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-03-12,1546,218,78,87,5
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-03-19,1562,200,79,84,6
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-03-26,1678,235,83,85,12
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-04-02,1648,218,68,88,6
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-04-09,1560,215,76,70,4
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-04-16,1596,190,81,62,4
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-04-23,1575,184,88,74,5
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-04-30,1650,187,74,72,5
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-05-07,1547,193,78,75,8
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-05-14,1624,174,61,62,7
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-05-21,1594,215,61,60,4
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-05-28,1619,173,77,62,2
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-06-04,1533,130,41,41,2
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-06-11,1599,152,55,55,4
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-06-18,1755,166,58,55,0
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-06-25,1533,136,48,48,4
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-07-02,1600,148,71,54,10
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-07-09,1595,159,64,55,5
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-07-16,1638,173,59,60,3
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-07-23,1528,160,62,49,1
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-07-30,1529,163,62,42,2
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-08-06,1567,151,60,41,2
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-08-13,1597,146,53,59,2
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-08-20,1646,169,49,56,5
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-08-27,1584,156,53,54,1
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-09-03,1614,163,63,51,5
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-09-10,1630,162,60,66,4
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-09-17,1516,157,44,49,2
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-09-24,1569,166,55,49,4
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-10-01,1675,158,68,48,5
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-10-08,1561,177,62,68,4
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-10-15,1636,165,58,61,4
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-10-22,1567,182,61,37,1
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-10-29,1543,157,65,49,7
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-11-05,1606,176,54,48,7
"M 5.9 - 11 km WSW of Mala, Peru",2021-05-28,4.4,"Lima, Peru",2021-11-12,1597,192,55,59,4
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-03-15,999,185,67,69,4
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-03-22,957,167,50,58,5
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-03-29,984,139,60,72,7
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-04-05,1009,182,52,62,5
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-04-12,1002,138,54,58,2
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-04-19,987,147,48,62,8
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-04-26,976,130,66,45,4
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-05-03,1001,157,53,65,3
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-05-10,984,139,52,61,4
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-05-17,993,142,47,46,4
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-05-24,1060,166,62,64,7
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-05-31,1002,153,51,48,7
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-06-07,927,147,59,40,1
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-06-14,972,127,55,47,7
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-06-21,999,100,48,57,5
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-06-28,981,148,46,53,3
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-07-05,994,143,50,60,5
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-07-12,1041,132,50,64,2
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-07-19,978,132,37,59,4
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-07-26,984,133,65,45,9
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-08-02,1023,147,47,60,3
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-08-09,1008,123,57,50,5
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-08-16,955,134,47,51,4
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-08-23,981,133,42,49,5
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-08-30,1052,119,42,61,5
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-09-06,971,89,36,24,0
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-09-13,981,110,39,30,5
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-09-20,1026,110,41,40,1
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-09-27,971,82,36,29,2
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-10-04,960,87,45,38,5
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-10-11,968,123,41,37,4
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-10-18,938,98,38,22,2
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-10-25,969,90,45,35,1
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-11-01,998,113,32,38,1
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-11-08,968,102,46,38,0
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-11-15,967,113,40,31,3
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-11-22,1031,109,44,39,2
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-11-29,1008,144,43,35,1
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-12-06,984,110,48,39,2
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-12-13,991,124,38,30,2
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-12-20,987,117,56,44,3
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2019-12-27,992,104,32,30,3
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2020-01-03,1052,124,36,30,1
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2020-01-10,985,129,47,36,4
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2020-01-17,1006,139,34,38,5
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2020-01-24,1030,125,37,42,3
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2020-01-31,989,116,35,37,1
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2020-02-07,1059,124,33,37,3
"M 5.9 - 4 km ESE of Tigwav, Haiti",2019-08-30,4.2,"Port-au-Prince, Haiti",2020-02-14,1016,148,28,38,2
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-05-02,977,172,69,87,6
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-05-09,972,136,63,55,2
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-05-16,996,176,59,56,2
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-05-23,988,141,58,58,6
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-05-30,1051,150,57,60,5
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-06-06,968,127,54,52,5
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-06-13,985,155,71,62,3
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-06-20,1003,175,61,62,7
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-06-27,961,149,50,61,8
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-07-04,983,132,64,50,7
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-07-11,962,146,50,41,2
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-07-18,1013,141,63,62,1
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-07-25,1004,129,69,57,12
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-08-01,1034,181,61,56,7
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-08-08,1018,138,52,61,5
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-08-15,965,130,41,45,3
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-08-22,987,148,53,44,6
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-08-29,997,114,53,60,3
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-09-05,976,124,50,48,3
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-09-12,1017,146,55,49,4
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-09-19,973,146,51,48,6
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-09-26,1023,125,54,44,7
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-10-03,1058,145,41,47,4
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-10-10,1003,142,41,40,4
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-10-17,1024,136,48,42,2
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-10-24,954,111,33,29,2
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-10-31,971,98,40,34,4
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-11-07,929,102,26,37,4
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-11-14,973,81,45,36,2
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-11-21,1024,115,39,38,2
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-11-28,1028,104,41,34,0
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-12-05,974,110,30,29,4
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-12-12,991,119,43,36,2
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-12-19,1013,104,41,35,3
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2014-12-26,992,119,36,29,1
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2015-01-02,979,109,41,34,2
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2015-01-09,992,98,35,40,2
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2015-01-16,967,129,42,38,5
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2015-01-23,1054,130,42,44,2
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2015-01-30,974,116,39,26,3
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2015-02-06,1037,127,40,29,0
"M 6.0 - 4 km SSW of Grangwav, Haiti",2014-10-17,4.4,"Port-au-Prince, Haiti",2015-02-13,967,106,45,35,3
